_id;latitude;longitude;address;description;kategori;nama;Kota;Rating
192;-7,4669645841;112,7991122070;Kepetingan, Sawohan, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252;Makam Putri Ayu Sekar Dadu yang merupakan makam yang sangat istimewa di kalangan umat muslim terutama bagi masyarakat asli Jawa. Putri Ayu Sekar Dadu sendiri adalah anak perempuan dari Raja Blambangan sekaligus ibu kandung dari salah satu penyebar agam Islam di Tanah Jawa, yaitu Sunan Giri. Biasanya di saat-saat tertentu (contohnya saat selepas Nyadran) makam ini dibanjiri peziarah tidak hanya yang berasal dari Sidoarjo saja, namun juga dari luar kota.;Tempat wisata; Makam Putri Ayu Sekar Dadu Sidoarjo;Sidoarjo;4.5
193;-7,3664047852;112,6982371484;Jalan Raya Ketegan, RT.2/RW.1, Ketegan, Randegan, Kec. Tanggulangin, Kabupaten Sidoarjo, Jawa Timur 61272;Di Sidoarjo banyak pilihan waterpark yang menarik, seperti yang satu ini, yaitu Jungle Waterpark. Obyek wisata yang menawarkan wahana kolam renang untuk dewasa maupun anak-anak ini biasanya ramai oleh pengunjung saat akhir pekan. Wahana permainan yang bisa anda temukan di sana juga banyak, mulai dari ember raksasa, kolam ombak, seluncur air, dan lainnya. Untuk menuju ke Jungle Waterpark, anda bisa menempuh perjalanan dalam kurun waktu 25 menit perjalanan dari pusat Kota Sidoarjo.;Tempat wisata;KTG Jungle Water Park Ketegan Tanggulangin;Sidoarjo;4.2
194;-7,4862274009;112,5863232288;GH7P+FG, Ngingas, Simpang, Kec. Prambon, Kabupaten Sidoarjo, Jawa Timur 61264;Selanjutnya obyek wisata menarik di Sidoarjo yang akan kita bahas adalah Alas Prambon. Anda bisa datang kesana bersama dengan keluarga terutama anak-anak karena di sana adalah sebuah wisata edukasi yang tentunya menarik dan seru. Di Alas Prambon kemampuan intelegensi, fisik dan mental anak akan dilatih. Tidak hanya itu, anak anda nanti di sana juga akan diajak untuk mengenal berbagai macam hal yang berkaitan dengan pertainan, peternakan, perikanan dan perkebunan sehingga anak anda akan mendapatkan pengetahuan yang mungkin tidak diajarkan di sekolahan. Di sana juga disediakan beberapa jenis outbond, seperti flying fox, jaring merayam, spider web, line bridge, dan ayunan berantai yang tentunya akan sangat disukai anak anda.;Tempat wisata; Alas Prambon;Sidoarjo;4.4
195;-7,5017782780;112,6896459595;Jl. Utama No.1, Wates, Kedensari, Kec. Tanggulangin, Kabupaten Sidoarjo, Jawa Timur 61272;Jika anda sedang berlibur ke Sidoarjo, maka sangat tidak lengkap bila anda tidak datang ke tempat yang satu ini, yaitu Sentra Produksi Tas Tanggulangin yang namanya sudah terkenal tidak hanya di Jawa Timur namun se-Pulau Jawa. Tanggulangin memang adalah kawasan di mana anda bisa menemukan banyak sekali toko-toko yang memproduksi tas, dompet, bahkan sepatu dari bahan yang berkualitas. Untuk anda yang suka berbelanja bisa langsung datang kesana karena model yang ditawarkan pun sangat beragam, harganya juga ada yang murah sampai yang mahal.;Tempat wisata;Wisata Sentra Produksi Tas Tanggulangin;Sidoarjo;5.0
196;-7,5025597785;112,7022352069;FPW2+JWX Regency, Permata Sidoarjo, Jl. Raya Kludan, Kludan, Kec. Tanggulangin, Kabupaten Sidoarjo, Jawa Timur 61272;Berwisata ke tempat di mana anda bisa bermain-main air sepuasnya memang menyenangkan, di Sidoarjo anda bisa datang ke obyek wisata Permata Waterpark Tanggulangin bersama dengan keluarga besar anda saat akhir pekan atau hari libur. Destinasi wisata ini sendiri sudah dilengkapi dengan berbagai jenis wahana permainan air yang seru dan menarik untuk dicoba seperti mulai bak tumpah, family slide, racing slide, sampai dengan flying fox, semuanya telah tersedia di waterpark ini. Pastinya anak anda juga akan betah berlama-lama di waterpark ini.;Tempat wisata;Permata Waterpark Tanggulangin;Sidoarjo;4.2
197;-7,4295246411;112,7523763823;Jl. Mbah Sholeh No.1, Prasungtambak, Prasung, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61252;Untuk anda yang menyukai olahraga yang memerlukan kesabaran yaitu memancing, anda bisa datang ke Delta Fishing bersama dengan kawan anda supaya lebih seru. Di tempat ini para pengunjung bisa menyalurkan hobi memancing di beberapa kolam yang sudah disiapkan oleh pengelola. Setiap kolam yang ada di sana diisi dengan jenis ikan yang tentunya berbeda. Untuk jenis ikannya sendiri di sana ada ikan patin, ikan gurami, ikan bawal, dan juga ada kolam ikan tombro. Tinggal disesuaikan dengan selera anda saja. Untuk anda yang tidak membawa pancingan juga tidak perlu khawatir karena di sana sudah ada persewaan alat memancing. Jika ingin menggunakan fasilitas flying fox, menyeberangi pulau, dan fasilitas playground, pengunjung akan diminta biaya tiket terusan.;Tempat wisata;Delta Fishing;Sidoarjo;4.1
198;-7,4461372013;112,7183472270;Jl. Jenggolo No.21, Rw1, Sidokumpul, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212;Obyek wisata yang tidak jauh lokasinya dari alun-alun Sidoarjo ini tidak kalah menariknya, terutama bagi anda yang suka dengan wisata sejarah. Monumen Jayandaru merupakan monumen kebanggaan dari kota Sidoarjo, seperti Tugu Pahlawan bagi Surabaya dan Monas bagi Jakarta.Biasanya pengunjung yang datang menghabiskan waktu dengan nongkrong sembari melihat-lihat pemandangan kota Sidoarjo, atau anda juga bisa berfoto-foto dengan latar belakang monumen ini sebagai kenang-kenangan yang tidak akan terlupakan.;Tempat wisata;Monumen Jayandaru Sidoarjo;Sidoarjo;4.6
199;-7,4462283802;112,7178012270;alan Ahmad Yani Sidokumpul, Gajah Timur, Magersari, Kec. Sidoarjo, Kabupaten Sidoarjo;Anda yang ingin sekedar melepaskan penat setelah bekerja seharian namun tidak mau pergi ke tempat yang terlalu jauh, anda bisa langsung datang ke Alun-alun Sidoarjo bersama dengan keluarga dan teman-teman karena semakin ramai semakin seru. Saat sore hari di tempat ini juga ramai dengan masyarakat sekitar yang ingin menghabiskan waktu bersantai atau sekedar berfoto-foto di area alun-alun yang luas. Para pengunjung di sana juga bisa melakukan kegiatan olahraga seperti jogging santai, bersepeda untuk menjaga agar badan selalu sehat. Di area luar alun-alun anda juga bisa menemukan berbagai pedagang kaki lima yang menjual makanan dengan harga terjangkau.;Tempat wisata;Alun-alun Sidoarjo;Sidoarjo;5.0
200;-7,4831019512;112,8392514558;GR8Q+JPV, Kepetingan, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur;Mungkin banyak yang belum tahu jika kota Sidoarjo juga punya obyek wisata bahari, yaitu Pantai Kepetingan yang tidak kalah menariknya untuk anda datangi. Di sana anda akan disuguhi pemandangan indah pantai dengan pasirnya yang lembut dan deburan ombak yang memecah karang. Tidak hanya pemandangannya yang indah, Pantai Kepetingan juga menawarkan  wisata hutan bakau, wisata religi, sampai dengan wisata budaya, semuanya dapat dinikmati di pantai ini. Di sana juga biasanya ada upacara Nyadran, yaitu tahunan yang dijalankan sebagai rasa syukur karena rejeki melimpah yang telah didapatkan.;Tempat wisata;Pantai Kepetingan;Sidoarjo;3.9
201;-7,4109543687;112,5367137000;Desa Penambangan, RT.12/RW.03, Rw. 2, Penambangan, Kec. BalongBendo, Kabupaten Sidoarjo, Jawa Timur 61263;Di Sidoarjo, bagi yang suka dengan coklat bisa langsung datang ke Kebun Coklat Balongbendo. Meskipun obyek wisata ini bernama Kebun Coklat, tapi ternyata tempat ini sebenarnya adalah sebuah kafe yang memang berkonsep kebun coklat untuk lebih menarik pengunjung. Di sana anda bisa menjumpai menu-menu unik yang belum tentu ada di tempat lain seperti, mi cower, mi gobyor, dan berbagai macam olahan kuliner khas nusantara.;Tempat wisata;Kebun Coklat Balongbendo;Sidoarjo;4.2
202;-7,3766058396;112,6975037846;Jl. Raya Sukolegok, RT.12/RW.04, Dusun Legok, Suko, Kec. Sukodono, Kabupaten Sidoarjo, Jawa Timur 61258;Bila anda belum puas dengan obyek wisata yang sudah anda kunjungi di Sidoarjo, anda bisa langsung menuju ke Legok Asri Sukolegok yang adalah sebuah tempat wisata untuk keluarga yang mempunyai berbagai macam fasilitas. Setiap hari libur atau akhir pekan tidak heran jika tempat ini memang sering didatangi oleh para wisatawan yang tidak hanya dari dalam tapi juga luar kota. Dengan luas wilayah sekitar 3 hektar, obyek wisata ini sudah memiliki fasilitas seperti kolam renang, wisata outbond, kolam pancing, gazebo untuk bersantai, tempat makan, area bermain khusus untuk anak – anak, dll. Jika anda ingin menggunakan fasilitas yang tersedia, entah itu kolam renang atau pun memancing di kolam pancing, anda akan dikenai biaya tambahan sebesar Rp. 5000.;Tempat wisata; Legok Asri Sukolegok;Sidoarjo;4.3
203;-7,4564479235;112,7143249153;Jalan P. Diponegoro, Lemah Putro, Lemahputro, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213;Kota Sidoarjo memang bukan Kota Batik. Namun, kota ini telah menjadi salah satu pusat pengrajin batik sejak Tahun 1675. Salah satu daerah yang menjadi pusat kerajinan batik tulis di Sidoarjo ada di Kampoeng Batik Jetis. Bagi anda yang ingin menuju ke obyek wisata belanja ini, dari alun-alun anda hanya perlu menempuh perjalanan dengan waktu sekitar 10 menit saja dengan menggunakan kendaraan pribadi seperti mobil atau motor. Di sana para pengunjung yang datang dapat membeli berbagai macam produk batik dengan harga yang bervariatif. Dari mulai batik kelas standar seharga Rp. 150.000 sampai dengan batik mewah seharga jutaan rupiah. Selain itu di sana juga menawarkan kursus pelatihan membatik bagi anda yang berminat dan ingin tahu lebih jauh tentang seni membatik.;Tempat wisata;Wisata Kampoeng Batik Jetis;Sidoarjo;4.5
204;-7,4493575961;112,7072570847;Jl. Pahlawan No.5, Kwadengan Barat, Lemahputro, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212;Seperti namanya, tempat makan ini menyediakan menu utama berupa iga bakar, lalu ada lidah bakar, steak ayam, dan aneka minuman yang menyegarkan. ;Tempat Kuliner;Iga Bakar dan Steak Sidoarjo ;Sidoarjo;4.5
205;-7,4618186405;112,7171218558;GPQ8+5VM, Jl. Mojopahit, Kapasan, Sidokare, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61214;Ketika sedang berkunjung ke Sidoarjo, jangan sampai lewatkan salah satu makanan khasnya, yaitu Lontong Kupang. Makanan ini berupa ketupat yang disiram dengan sayur kupang yang lezat. Akan lebih lezat lagi, jika makanan ini disantap sedang cuaca panas, dengan segelas es kelapa. ;Tempat Kuliner;Kupang Lontong Pak Misari ;Sidoarjo;4.5
206;-7,4403194057;112,7046141411;Jl. Raya Taman Pinang Indah No.18, Jetis, Lemahputro, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61252;Ikan Bakar Cianjur merupakan salah satu tempat makan di Sidoarjo dan tempat wisata yang bisa jadi referensinya. Restoran ini menyediakan aneka menu masakan sunda yang segar dan gurih. Dijamin cocok di lidah kalian;Tempat Kuliner;Ikan Bakar Cianjur ;Sidoarjo;4.5
207;-7,4594608590;112,7142256000;Jl. KH Mukmin No.67, Kapasan, Sidokare, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61217;Kamu pecinta sop buntut? Kalau sedang berada di Surabaya, jangan lupa untuk makan sop buntut langgeng sidoarjo. Di dalamnya ada menu iga penyet, sop iga, nasi rawon, dan masih banyak lagi. ;Tempat Kuliner;Sop Buntut Langgeng Sidoarjo ;Sidoarjo;4.4
208;-7,4479121709;112,7152922386;GPV9+23G, Jl. Gajah Mada, Pekauman, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213;Masih seputar kuliner khas Sidoarjo yang lezat, kamu bisa pesan rawon Gajah Mada. Tempat ini sangat cocok untuk dikunjungi bersama keluarga, teman, dan saudara yang ingin dinner bareng. ;Tempat Kuliner;Rawon Gajah Mada ;Sidoarjo;4.3
209;-7,4533814073;112,7044457288;Ruko Taman Pinang Indah, Jl. Raya Taman Pinang Indah No.5, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213;Menu yang disediakan ada aneka olahan ikan, ayam, hingga bebek. Selain itu, di resto ini juga memiliki tempat parkir yang luas dan mushola yang nyaman. Jadi, sangat cocok untuk dikunjungi bersama keluarga. ;Tempat Kuliner;Lesehan Joyo ;Sidoarjo;4.4
210;-7,4406733608;112,7124004000;Jl. Pagerwojo No.5, Nggrekmas, Pagerwojo, Buduran, Sidoarjo Regency, East Java 61252;Sesekali makan masakan jepang di Sidoarjo, bisa jadi pilihan yang menarik. Kamu bisa mengunjungi Resto Shabuki. Menu yang disediakan di tempat makan ini ada salmon teriyaki, beef teriyaki, chicken katsu, dan masih banyak lagi. Bagaimana tertarik mencicipinya? ;Tempat Kuliner;Resto Shabuki ;Sidoarjo;4.4
211;-7,4519125828;112,7035949693;Jl. Taman Pinang Indah BB4 No.24, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213;Rekomendasi tempat makan di Sidoarjo selanjutnya yang bisa kamu kunjungi adalah Qen-di Garden Resto. Tempat ini memiliki konsep taman yang dijadikan tempat untuk bersantai bersama keluarga, pasangan, atau teman. Menu spesial dari resto ini ada seafoodnya yang segar. ;Tempat Kuliner;Qen-di Garden Resto ;Sidoarjo;4.3
212;-7,4610468161;112,7126231847;Jl. H Jl. Sunandar Priyo Sudarmo No.20-22, Kapasan, Sidokare, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61214;Warung Apung Rahmawati merupakan salah satu rumah makan yang cukup tersohor di Sidoarjo. Tempat makan ini memiliki aneka menu lalapan dan penyetan yang lezat. Kamu wajib banget menu gurame bakar saus madu yang lezat. ;Tempat Kuliner;Warung Apung Rahmawati Sidoarjo;Sidoarjo;4.2
213;-7,4525411012;112,7036778730;Jalan Taman Pinang Indah Blok BB4 No.16, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212;Siapa sih yang tak kenal Bebek Goreng H. Slamet? Hampir semua orang mengenalnya, karena outletnya yang sudah tersebar di banyak tempat di Indonesia, termasuk di Sidoarjo. Selain menu olahan bebek yang lezat, di sini juga tersedia aneka minuman yang menyegarkan. ;Tempat Kuliner;Bebek Goreng H Slamet ;Sidoarjo;4.5
214;-7,4414982921;112,7151880000;Taman Tiara Regency Ruko no 1, Pucang, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61219;Kamu pecinta iga bakar? Di Sidoarjo ada tempat makan iga yaitu C&C Spesial Iga Sapi Bakar. Selain menu iga bakar, kamu juga bisa memesan tongseng iga, lalapan, bahkan nasi goreng. ;Tempat Kuliner;C&C Spesial Iga Sapi Bakar ;Sidoarjo;4.4
215;-7,4441082791;112,7195307612;Jl. Ahmad Yani No.3D, Pucang, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212; Di Sidoarjo terdapat tempat makan iga paling hits, yaitu Warung Leko Sidoarjo. Resto ini juga sudah memiliki banyak cabang di beberapa kota di Indonesia. Nah, menu yang tersedia ada sop iga, sop iga sum sum, nasi goreng jawa, gurami, cah buncis, dan lainnya.;Tempat Kuliner;Warung Leko Sidoarjo;Sidoarjo;4.3
216;-7,4465819180;112,7153121540;Jl. Dr. Soetomo No.12, Gajah Timur, Magersari, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212;Ceker lapindo merupakan salah satu peninggalan sejarah yang patut dilestarikan. Selain bernilai sejarah, ceker lapindho ini bisa ku pakai untuk membeli bahan besok ;Tempat Kuliner;Ceker Lapindo Asli;Sidoarjo;4.3
217;-7,4531947654;112,7036885884;Jl. Taman Pinang Indah BB4 No.12A, Taman Pinang, Banjarbendo, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213;Kalau mau cari tempat makan di Sidoarjo dengan suasana yang nyaman seperti di cafe, Jon’s Cafe and Coffee solusinya. Tempat ini menyediakan tempat mandi, mushola, dan tempat parkir yang lumayan luas. Untuk menunya terdapat aneka menu western. ;Tempat Kuliner;Jon’s Cafe and Coffee ;Sidoarjo;4.4
218;-7,4457808792;112,6938874847;Jl. Raya Jati No.23, Babatan, Jati, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61234;Masih cari tempat makan di Sidoarjo yang cocok untuk dikunjungi keluarga? Warung Apung Lesehan Ganjarane Hidayah. Tempat ini memiliki suasana alam pedesaan di sekelilingnya. Sangat cocok untuk tempat makan bersama keluarga atau kolega besar. Untuk menunya ada aneka menu ikan, seperti gurame, nila, ikan patin, dan lainnya. ;Tempat Kuliner;Warung Oemik Ika Ganjarane Hidayah;Sidoarjo;4.2
219;-7,4443932067;112,7047961181;Jl. Raya Ponti No.8, Wismasarinadi, Magersari, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61212;Kamu pecinta mie pedas? Cobain Mie Setan Sidoarjo, deh. Tempat dari resto ini juga sangat nyaman untuk dikunjungi bersama keluarga atau teman-teman. Untuk mie yang tersedia ada mie setan cabe 1-11. Selain mie pedas, kamu bisa memesan aneka minuman dingin yang menyegarkan. ;Tempat Kuliner;Mie Setan Sidoarjo;Sidoarjo;4.2
220;-7,4414419922;112,7141441981;Kavling, Jl. Kav. DPR I No.126, Nggrekmas, Pagerwojo, Buduran, Sidoarjo Regency, East Java 61252;Rekomendasi tempat makan di Sidoarjo yang enak dan murah selanjutnya ada Jank Jank Wings. Tempat makan ini menyediakan menu chicken wings dengan aneka bumbu, seperti curry, cheese, blackpaper, dan masih banyak lagi. ;Tempat Kuliner;Jank Jank Wings ;Sidoarjo;4.4
221;-7,4413296505;112,7135320007;Jl. Pagerwojo, Nggrekmas, Pagerwojo, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur 61225;Ingin makan prasmanan yang bisa ambil sepuasnya? Warung Prasmanan Ny. Indra bisa jadi pilihannya. Tempat makan di Sidoarjo ini memiliki aneka menu sayur dan lauk. Ada empal gebuk, usus goreng, aneka olahan ayam, dan lainnya. ;Tempat Kuliner;Warung Prasmanan Ny Indra ;Sidoarjo;4.2
222;-7,4510531352;112,7037645712;Jalan Raya Taman Pinang Indah Blok B1 No. 06 Lemah Putro, RT.38/RW.06, Kwadengan Barat, Lemahputro, Kec. Sidoarjo, Kabupaten Sidoarjo, Jawa Timur 61213;Kamu pecinta seafood? Jangan sampai melewatkan menu seafood lezatnya di The Crabbys Sidoarjo. Ada menu olahan kepiting, mulai dari black magic, butter heroes, garlic holic, dan masih banyak lagi. ;Tempat Kuliner;The Crabbys Sidoarjo ;Sidoarjo;4.4
223;-7,4861678766;112,7121410865;Jl. Raya Gelam No.45, Gelam, Kec. Candi, Kabupaten Sidoarjo, Jawa Timur 61271;Tempat makan ini menyediakan aneka seafood dan chinese food yang lezat. Selain itu, tempat makannya juga menarik dengan saung-saung lesehan yang nyaman. Cocok untuk dikunjungi bersama keluarga. ;Tempat Kuliner;Ikan Bakar H. Mustofa ;Sidoarjo;4.0
